transaction_id,store_id,department,brand,channel,upc,sku,product_name,quantity,units_sold,units_received,revenue,cost,margin,price,discount,return_flag,exchange_flag,transaction_date,sell_through_flag,premium_flag,transaction_flag
TXN-03-02448,STORE-020,Grocery,BrandF,In-Store,UPC-597197256,SKU-GRO-1325,Coffee,1,1,3,289.9,143.28,146.62,316.41,26.51,0,0,2025-12-07 11:00:00,1,0,1
TXN-03-01620,STORE-017,Grocery,BrandG,In-Store,UPC-818623319,SKU-GRO-7431,Pasta,9,9,0,3354.48,2061.94,1292.54,461.54,88.82,0,0,2025-12-25 05:00:00,1,0,1
TXN-03-02800,STORE-008,Electronics,BrandG,Online,UPC-380544585,SKU-ELE-3791,Headphones,4,4,2,1016.92,665.55,351.37,322.83,68.6,0,0,2025-12-27 03:00:00,1,1,1
TXN-03-05804,STORE-006,Apparel,BrandC,Online,UPC-833422696,SKU-APP-7638,Scarf,3,3,0,52.02,30.17,21.85,23.16,5.82,0,0,2025-12-23 13:00:00,1,0,1
TXN-03-02739,STORE-004,Home & Garden,BrandB,Mobile,UPC-565261560,SKU-HOM-3692,Hose,2,2,2,311.7,176.43,135.27,187.34,31.49,0,0,2025-12-03 16:00:00,0,1,1
TXN-03-03639,STORE-007,Electronics,BrandG,Online,UPC-300687739,SKU-ELE-8420,Monitor,6,6,3,1591.32,682.44,908.88,290.8,25.58,0,0,2025-12-24 19:00:00,1,0,1
TXN-03-02246,STORE-015,Home & Garden,BrandH,In-Store,UPC-950651605,SKU-HOM-7636,Chair,9,9,2,920.79,570.76,350.03,106.03,3.72,0,0,2025-12-30 18:00:00,1,0,1
TXN-03-05706,STORE-009,Sports,BrandH,In-Store,UPC-706679321,SKU-SPO-9000,Running Shoes,2,2,3,691.06,290.34,400.72,421.24,75.71,0,0,2025-12-24 17:00:00,1,1,1
TXN-03-04552,STORE-016,Sports,BrandH,In-Store,UPC-945790264,SKU-SPO-3571,Yoga Mat,1,1,1,103.57,46.07,57.5,136.1,32.53,0,0,2025-12-02 12:00:00,0,0,1
TXN-03-03560,STORE-014,Apparel,BrandB,Online,UPC-449545628,SKU-APP-4839,Jeans,1,1,4,232.57,111.02,121.55,311.29,78.72,0,0,2025-12-29 02:00:00,1,1,1
TXN-03-04504,STORE-016,Apparel,BrandC,Online,UPC-247785673,SKU-APP-5962,Hat,7,7,0,1958.11,1080.49,877.62,330.86,51.13,0,0,2025-12-07 07:00:00,1,1,1
TXN-03-01738,STORE-006,Home & Garden,BrandB,In-Store,UPC-911877952,SKU-HOM-4526,Lamp,4,4,4,848.76,405.26,443.5,217.86,5.67,0,0,2025-12-05 22:00:00,1,0,1
TXN-03-02471,STORE-018,Sports,BrandD,Mobile,UPC-655779460,SKU-SPO-4683,Running Shoes,2,2,0,294.98,155.07,139.91,149.28,1.79,0,0,2025-12-15 19:00:00,0,0,1
TXN-03-02885,STORE-009,Electronics,BrandE,Online,UPC-675957752,SKU-ELE-6955,Monitor,2,2,1,405.56,180.88,224.68,267.9,65.12,1,1,2025-12-02 11:00:00,1,0,1
TXN-03-04270,STORE-005,Electronics,BrandG,Mobile,UPC-241062794,SKU-ELE-8191,Tablet,6,6,1,753.48,448.24,305.24,168.15,42.57,0,0,2025-12-04 04:00:00,1,0,1
TXN-03-03431,STORE-020,Electronics,BrandA,Online,UPC-592181103,SKU-ELE-8729,Laptop,2,2,1,275.5,165.89,109.61,161.22,23.47,0,0,2025-12-13 16:00:00,1,1,1
TXN-03-01432,STORE-008,Apparel,BrandH,In-Store,UPC-643462017,SKU-APP-2445,Hat,8,8,0,2725.44,1224.76,1500.68,354.27,13.59,0,0,2025-12-23 19:00:00,1,0,1
TXN-03-03372,STORE-010,Apparel,BrandG,Mobile,UPC-448576308,SKU-APP-7989,Jacket,3,3,4,793.98,518.86,275.12,280.86,16.2,1,1,2025-12-26 01:00:00,0,0,1
TXN-03-02325,STORE-013,Home & Garden,BrandF,In-Store,UPC-988733447,SKU-HOM-1630,Lamp,9,9,1,510.84,236.71,274.13,65.75,8.99,0,0,2025-12-16 06:00:00,1,1,1
TXN-03-03604,STORE-020,Grocery,BrandA,In-Store,UPC-147994070,SKU-GRO-2080,Snack Bar,5,5,3,814.3,409.44,404.86,190.05,27.19,1,1,2025-12-02 15:00:00,0,1,1
TXN-03-03844,STORE-009,Apparel,BrandG,Online,UPC-953222265,SKU-APP-1853,Shoes,4,4,0,113.48,78.31,35.17,29.33,0.96,0,0,2025-12-03 18:00:00,0,0,1
TXN-03-01182,STORE-008,Home & Garden,BrandB,Online,UPC-669999222,SKU-HOM-2496,Chair,2,2,0,135.82,91.76,44.06,71.08,3.17,0,0,2025-12-24 09:00:00,0,0,1
TXN-03-00293,STORE-010,Grocery,BrandB,In-Store,UPC-856384790,SKU-GRO-1628,Snack Bar,2,2,4,718.96,303.99,414.97,417.6,58.12,0,0,2025-12-23 17:00:00,1,0,1
TXN-03-05232,STORE-019,Grocery,BrandF,Online,UPC-424399973,SKU-GRO-8987,Snack Bar,1,1,0,327.56,234.71,92.85,376.96,49.4,0,0,2025-12-03 07:00:00,1,1,1
TXN-03-03988,STORE-018,Apparel,BrandF,Online,UPC-485480483,SKU-APP-7299,T-Shirt,3,3,1,1185.87,493.93,691.94,411.22,15.93,0,0,2025-12-30 16:00:00,1,1,1
TXN-03-06134,STORE-019,Electronics,BrandG,Mobile,UPC-567001554,SKU-ELE-3864,Camera,7,7,1,3327.1,1407.23,1919.87,478.91,3.61,0,0,2025-12-02 07:00:00,1,0,1
TXN-03-03640,STORE-010,Sports,BrandC,Online,UPC-566082651,SKU-SPO-3427,Yoga Mat,4,4,0,1193.52,694.43,499.09,311.62,13.24,1,0,2025-12-20 11:00:00,0,1,1
TXN-03-04857,STORE-012,Electronics,BrandF,Online,UPC-226418933,SKU-ELE-5902,Camera,5,5,2,1684.1,859.5,824.6,433.16,96.34,0,0,2025-12-14 05:00:00,1,1,1
TXN-03-03873,STORE-011,Electronics,BrandA,Online,UPC-954960745,SKU-ELE-5616,Tablet,7,7,1,2960.72,1408.94,1551.78,446.27,23.31,0,0,2025-12-21 05:00:00,0,1,1
TXN-03-04456,STORE-016,Home & Garden,BrandH,Mobile,UPC-620339515,SKU-HOM-3867,Tool Set,2,2,2,777.56,574.66,202.9,435.66,46.88,0,0,2025-12-28 15:00:00,1,0,1
TXN-03-00570,STORE-001,Home & Garden,BrandE,In-Store,UPC-760209330,SKU-HOM-1514,Lamp,6,6,4,299.4,185.15,114.25,58.8,8.9,0,0,2025-12-29 14:00:00,1,0,1
TXN-03-04627,STORE-013,Sports,BrandC,Mobile,UPC-332158027,SKU-SPO-3884,Water Bottle,4,4,0,571.84,237.93,333.91,152.8,9.84,0,0,2025-12-19 21:00:00,0,0,1
TXN-03-03609,STORE-013,Electronics,BrandC,In-Store,UPC-471935510,SKU-ELE-7540,Tablet,4,4,1,544.2,336.51,207.69,174.26,38.21,1,0,2025-12-11 00:00:00,1,0,1
TXN-03-05735,STORE-020,Electronics,BrandC,In-Store,UPC-531839532,SKU-ELE-5192,Laptop,1,1,1,105.49,61.04,44.45,138.14,32.65,0,0,2025-12-23 21:00:00,1,0,1
TXN-03-01831,STORE-019,Grocery,BrandC,Online,UPC-231044913,SKU-GRO-1049,Pasta,3,3,4,624.72,411.79,212.93,273.52,65.28,1,0,2025-12-23 15:00:00,0,1,1
TXN-03-04233,STORE-009,Grocery,BrandC,In-Store,UPC-192020647,SKU-GRO-4076,Snack Bar,9,9,2,3804.21,1816.13,1988.08,435.72,13.03,1,0,2025-12-21 00:00:00,1,1,1
TXN-03-05247,STORE-010,Electronics,BrandC,Mobile,UPC-299671621,SKU-ELE-8728,Tablet,8,8,1,1403.28,704.01,699.27,208.47,33.06,0,0,2025-12-20 14:00:00,1,0,1
TXN-03-05401,STORE-020,Sports,BrandF,Online,UPC-767061599,SKU-SPO-4568,Water Bottle,8,8,1,1977.84,858.96,1118.88,345.03,97.8,0,0,2025-12-21 17:00:00,0,0,1
TXN-03-00535,STORE-003,Electronics,BrandF,Online,UPC-226229661,SKU-ELE-4669,Headphones,1,1,1,7.17,3.13,4.04,9.27,2.1,0,0,2025-12-08 13:00:00,0,0,1
TXN-03-03237,STORE-005,Apparel,BrandH,In-Store,UPC-170079628,SKU-APP-9843,Scarf,5,5,0,109.15,59.57,49.58,22.63,0.8,0,0,2025-12-01 21:00:00,1,1,1
TXN-03-02667,STORE-011,Electronics,BrandF,Online,UPC-553918278,SKU-ELE-2646,Monitor,8,8,0,2155.68,1603.63,552.05,313.22,43.76,0,0,2025-12-05 21:00:00,0,0,1
TXN-03-05772,STORE-006,Home & Garden,BrandE,In-Store,UPC-132463471,SKU-HOM-1499,Tool Set,5,5,1,762.75,547.3,215.45,165.79,13.24,0,0,2025-12-18 00:00:00,1,1,1
TXN-03-01680,STORE-006,Apparel,BrandF,In-Store,UPC-116621866,SKU-APP-5557,Hat,5,5,0,660.65,432.98,227.67,160.06,27.93,1,1,2025-12-02 20:00:00,0,0,1
TXN-03-00455,STORE-004,Sports,BrandH,In-Store,UPC-860356337,SKU-SPO-5593,Water Bottle,7,7,0,1259.02,536.7,722.32,225.29,45.43,0,0,2025-12-04 15:00:00,0,0,1
TXN-03-01441,STORE-019,Home & Garden,BrandE,In-Store,UPC-110290235,SKU-HOM-3813,Plant Pot,1,1,3,206.11,144.98,61.13,219.18,13.07,0,0,2025-12-25 21:00:00,1,0,1
TXN-03-00319,STORE-002,Sports,BrandB,In-Store,UPC-367137847,SKU-SPO-4727,Backpack,6,6,3,653.28,444.28,209.0,140.38,31.5,0,0,2025-12-18 02:00:00,1,0,1
TXN-03-02997,STORE-013,Home & Garden,BrandD,In-Store,UPC-813141233,SKU-HOM-5343,Chair,2,2,4,276.78,188.98,87.8,191.76,53.37,0,0,2025-12-11 10:00:00,1,1,1
TXN-03-02254,STORE-003,Grocery,BrandE,Online,UPC-798643237,SKU-GRO-3894,Coffee,4,4,0,417.92,197.39,220.53,145.85,41.37,0,0,2025-12-07 05:00:00,0,0,1
TXN-03-03446,STORE-009,Home & Garden,BrandA,In-Store,UPC-160855074,SKU-HOM-8884,Rug,4,4,3,1600.32,934.3,666.02,493.41,93.33,0,0,2025-12-08 11:00:00,1,0,1
TXN-03-02480,STORE-002,Grocery,BrandF,In-Store,UPC-655707818,SKU-GRO-2272,Rice,5,5,3,1290.9,653.39,637.51,266.15,7.97,0,0,2025-12-28 23:00:00,1,1,1
TXN-03-04462,STORE-005,Electronics,BrandE,In-Store,UPC-560483399,SKU-ELE-9442,Phone,6,6,1,1465.86,838.09,627.77,258.63,14.32,0,0,2025-12-07 15:00:00,1,0,1
TXN-03-04670,STORE-005,Grocery,BrandB,In-Store,UPC-794876761,SKU-GRO-7574,Pasta,3,3,0,14.16,6.07,8.09,6.07,1.35,0,0,2025-12-19 00:00:00,0,1,1
TXN-03-02940,STORE-003,Electronics,BrandA,Mobile,UPC-307737724,SKU-ELE-9614,Tablet,6,6,4,1101.66,660.98,440.68,186.23,2.62,0,0,2025-12-06 14:00:00,1,1,1
TXN-03-04587,STORE-017,Grocery,BrandC,In-Store,UPC-307750680,SKU-GRO-8386,Snack Bar,3,3,4,454.44,292.76,161.68,190.68,39.2,0,0,2025-12-02 01:00:00,1,0,1
TXN-03-03510,STORE-013,Apparel,BrandF,In-Store,UPC-992036277,SKU-APP-2591,Jeans,6,6,1,620.76,290.44,330.32,120.73,17.27,0,0,2025-12-04 13:00:00,1,0,1
TXN-03-00763,STORE-001,Grocery,BrandD,In-Store,UPC-976963462,SKU-GRO-5840,Pasta,2,2,4,183.88,107.37,76.51,125.56,33.62,0,0,2025-12-28 21:00:00,0,0,1
TXN-03-05899,STORE-013,Electronics,BrandC,In-Store,UPC-607926385,SKU-ELE-9197,Laptop,4,4,2,1358.48,935.19,423.29,409.13,69.51,0,0,2025-12-20 14:00:00,1,0,1
TXN-03-05173,STORE-007,Grocery,BrandB,In-Store,UPC-697018451,SKU-GRO-6635,Juice,6,6,0,876.42,506.9,369.52,190.63,44.56,0,0,2025-12-23 10:00:00,1,0,1
TXN-03-01165,STORE-011,Sports,BrandF,In-Store,UPC-386336075,SKU-SPO-5321,Resistance Band,4,4,3,807.4,436.91,370.49,254.0,52.15,0,0,2025-12-09 14:00:00,1,0,1
TXN-03-00048,STORE-012,Electronics,BrandD,In-Store,UPC-963524429,SKU-ELE-9103,Phone,6,6,2,1530.9,814.78,716.12,335.64,80.49,1,0,2025-12-30 18:00:00,1,0,1
TXN-03-04337,STORE-002,Sports,BrandH,In-Store,UPC-628973364,SKU-SPO-1114,Yoga Mat,7,7,1,534.38,352.87,181.51,79.86,3.52,0,0,2025-12-05 13:00:00,1,0,1
TXN-03-04545,STORE-007,Electronics,BrandE,Online,UPC-846325608,SKU-ELE-9655,Camera,7,7,4,1005.9,740.23,265.67,186.71,43.01,0,0,2025-12-20 07:00:00,1,0,1
TXN-03-03353,STORE-006,Electronics,BrandE,In-Store,UPC-641020549,SKU-ELE-3737,Camera,2,2,0,235.54,166.88,68.66,130.12,12.35,0,0,2025-12-25 12:00:00,0,1,1
TXN-03-00919,STORE-015,Home & Garden,BrandA,Online,UPC-841877095,SKU-HOM-6215,Cushion,6,6,2,1597.56,965.52,632.04,320.26,54.0,0,0,2025-12-10 23:00:00,0,1,1
TXN-03-05098,STORE-003,Sports,BrandC,In-Store,UPC-282165970,SKU-SPO-6386,Jersey,8,8,2,2270.32,1606.3,664.02,293.76,9.97,0,0,2025-12-06 16:00:00,1,0,1
TXN-03-04262,STORE-014,Electronics,BrandA,In-Store,UPC-252959058,SKU-ELE-5332,Phone,8,8,4,1525.76,630.81,894.95,193.45,2.73,1,0,2025-12-25 11:00:00,1,0,1
TXN-03-03229,STORE-011,Grocery,BrandE,In-Store,UPC-971875336,SKU-GRO-4593,Rice,3,3,0,756.45,456.35,300.1,338.71,86.56,0,0,2025-12-16 01:00:00,1,0,1
TXN-03-00449,STORE-013,Home & Garden,BrandD,In-Store,UPC-843434420,SKU-HOM-5566,Plant Pot,8,8,3,735.12,412.92,322.2,123.72,31.83,0,0,2025-12-02 02:00:00,1,1,1
TXN-03-05414,STORE-010,Home & Garden,BrandD,Online,UPC-239762337,SKU-HOM-7415,Vase,6,6,4,454.5,199.27,255.23,96.72,20.97,0,0,2025-12-08 04:00:00,1,0,1
TXN-03-01851,STORE-014,Home & Garden,BrandG,In-Store,UPC-242734038,SKU-HOM-1137,Rug,6,6,4,1871.64,1387.97,483.67,361.57,49.63,0,0,2025-12-13 01:00:00,0,0,1
TXN-03-05276,STORE-006,Apparel,BrandD,In-Store,UPC-989486323,SKU-APP-1168,Jeans,5,5,1,1770.3,1150.09,620.21,400.2,46.14,0,0,2025-12-19 08:00:00,0,0,1
TXN-03-02536,STORE-009,Grocery,BrandE,Online,UPC-190192279,SKU-GRO-4480,Juice,9,9,0,46.62,31.95,14.67,7.04,1.86,0,0,2025-12-11 19:00:00,1,1,1
TXN-03-04019,STORE-015,Home & Garden,BrandB,In-Store,UPC-621468538,SKU-HOM-9933,Cushion,7,7,2,2844.66,1609.65,1235.01,417.83,11.45,1,1,2025-12-19 07:00:00,1,0,1
TXN-03-02541,STORE-016,Sports,BrandF,Mobile,UPC-631585846,SKU-SPO-1572,Jersey,6,6,3,2269.02,1668.54,600.48,491.26,113.09,0,0,2025-12-18 17:00:00,1,0,1
TXN-03-03625,STORE-008,Sports,BrandH,In-Store,UPC-574440166,SKU-SPO-9101,Yoga Mat,2,2,1,865.22,493.71,371.51,487.85,55.24,0,0,2025-12-07 04:00:00,0,0,1
TXN-03-03228,STORE-006,Apparel,BrandB,In-Store,UPC-779411982,SKU-APP-2782,Hat,7,7,4,2773.19,1116.84,1656.35,443.17,47.0,0,0,2025-12-19 03:00:00,1,0,1
TXN-03-02527,STORE-017,Apparel,BrandD,Online,UPC-675860177,SKU-APP-9034,Shoes,3,3,4,321.33,172.93,148.4,116.96,9.85,1,0,2025-12-30 19:00:00,0,1,1
TXN-03-02136,STORE-008,Home & Garden,BrandD,Online,UPC-902813490,SKU-HOM-3478,Plant Pot,4,4,0,1242.4,508.17,734.23,313.82,3.22,1,0,2025-12-16 17:00:00,1,0,1
TXN-03-05645,STORE-002,Grocery,BrandC,Online,UPC-987269117,SKU-GRO-6607,Milk,2,2,3,50.94,27.73,23.21,32.89,7.42,1,0,2025-12-03 11:00:00,1,1,1
TXN-03-01689,STORE-014,Apparel,BrandF,Online,UPC-336131800,SKU-APP-8783,Hat,6,6,1,174.96,97.43,77.53,33.36,4.2,0,0,2025-12-18 17:00:00,1,0,1
TXN-03-06325,STORE-004,Electronics,BrandA,Online,UPC-959536973,SKU-ELE-1791,Charger,3,3,1,85.32,36.18,49.14,31.86,3.42,0,0,2025-12-23 23:00:00,1,0,1
TXN-03-02641,STORE-013,Home & Garden,BrandH,Online,UPC-276557977,SKU-HOM-7091,Chair,5,5,1,1296.1,554.51,741.59,366.63,107.41,0,0,2025-12-03 09:00:00,1,0,1
TXN-03-04341,STORE-004,Apparel,BrandB,In-Store,UPC-166761351,SKU-APP-5061,Jeans,7,7,1,517.37,276.64,240.73,75.8,1.89,1,0,2025-12-30 00:00:00,0,0,1
TXN-03-04614,STORE-004,Home & Garden,BrandG,Online,UPC-593821904,SKU-HOM-7968,Vase,9,9,1,589.68,304.46,285.22,75.72,10.2,0,0,2025-12-20 01:00:00,0,0,1
TXN-03-01739,STORE-018,Grocery,BrandA,In-Store,UPC-465022845,SKU-GRO-4681,Rice,4,4,3,1021.08,619.84,401.24,280.55,25.28,0,0,2025-12-18 14:00:00,0,0,1
TXN-03-01061,STORE-015,Sports,BrandB,In-Store,UPC-447126222,SKU-SPO-2300,Resistance Band,1,1,3,292.0,216.77,75.23,383.26,91.26,1,0,2025-12-25 13:00:00,1,0,1
TXN-03-05973,STORE-007,Electronics,BrandD,Online,UPC-639987276,SKU-ELE-9256,Speaker,1,1,1,202.15,93.3,108.85,208.38,6.23,1,0,2025-12-06 21:00:00,1,0,1
TXN-03-02236,STORE-015,Apparel,BrandE,In-Store,UPC-300996592,SKU-APP-3513,Dress,2,2,2,882.34,465.33,417.01,461.05,19.88,0,0,2025-12-07 16:00:00,0,0,1
TXN-03-04625,STORE-011,Apparel,BrandE,In-Store,UPC-174829135,SKU-APP-6293,Jeans,8,8,2,2802.8,1726.18,1076.62,433.67,83.32,0,0,2025-12-23 13:00:00,0,1,1
TXN-03-05372,STORE-012,Sports,BrandF,Mobile,UPC-495084178,SKU-SPO-4034,Cap,8,8,1,2006.8,1254.42,752.38,255.6,4.75,0,0,2025-12-25 03:00:00,0,1,1
TXN-03-06255,STORE-019,Home & Garden,BrandA,Online,UPC-290335718,SKU-HOM-7121,Plant Pot,3,3,3,481.11,215.06,266.05,162.69,2.32,0,0,2025-12-24 15:00:00,0,1,1
TXN-03-05336,STORE-001,Electronics,BrandH,In-Store,UPC-161018357,SKU-ELE-4618,Charger,7,7,4,267.54,180.97,86.57,49.62,11.4,0,0,2025-12-24 19:00:00,1,1,1
TXN-03-02168,STORE-017,Grocery,BrandA,In-Store,UPC-162222004,SKU-GRO-2270,Milk,9,9,0,4027.77,1832.45,2195.32,469.91,22.38,0,0,2025-12-06 20:00:00,1,1,1
TXN-03-02975,STORE-002,Electronics,BrandE,In-Store,UPC-779442937,SKU-ELE-1991,Laptop,3,3,3,110.97,49.03,61.94,42.0,5.01,0,0,2025-12-11 03:00:00,1,0,1
TXN-03-02416,STORE-009,Grocery,BrandE,Online,UPC-186883484,SKU-GRO-5785,Rice,3,3,2,739.65,492.38,247.27,258.72,12.17,0,0,2025-12-30 02:00:00,1,0,1
TXN-03-01044,STORE-009,Electronics,BrandG,In-Store,UPC-788673601,SKU-ELE-9700,Laptop,1,1,0,128.62,80.3,48.32,141.05,12.43,0,0,2025-12-30 05:00:00,1,0,1
TXN-03-01970,STORE-006,Apparel,BrandD,Mobile,UPC-958353251,SKU-APP-7957,Socks,2,2,2,763.88,370.84,393.04,483.53,101.59,0,0,2025-12-17 11:00:00,0,0,1
TXN-03-02847,STORE-016,Electronics,BrandD,Mobile,UPC-409095087,SKU-ELE-2156,Tablet,6,6,0,550.2,369.26,180.94,113.8,22.1,0,0,2025-12-02 05:00:00,0,0,1
TXN-03-00654,STORE-014,Home & Garden,BrandC,In-Store,UPC-864785176,SKU-HOM-8885,Rug,9,9,3,2505.87,1244.99,1260.88,329.75,51.32,0,0,2025-12-19 06:00:00,0,1,1
TXN-03-04712,STORE-002,Electronics,BrandA,In-Store,UPC-138180496,SKU-ELE-3761,Phone,9,9,2,1678.95,1142.57,536.38,201.69,15.14,0,0,2025-12-18 13:00:00,1,1,1
TXN-03-02088,STORE-003,Electronics,BrandE,In-Store,UPC-953842279,SKU-ELE-8789,Monitor,1,1,2,80.2,38.87,41.33,107.48,27.28,0,0,2025-12-18 14:00:00,1,0,1
TXN-03-00002,STORE-011,Apparel,BrandF,In-Store,UPC-535316689,SKU-APP-1922,Scarf,5,5,2,203.3,151.49,51.81,48.92,8.26,0,0,2025-12-04 16:00:00,0,0,1
TXN-03-02589,STORE-017,Sports,BrandF,In-Store,UPC-372930143,SKU-SPO-8599,Yoga Mat,4,4,2,465.44,270.29,195.15,130.27,13.91,0,0,2025-12-10 19:00:00,1,0,1
TXN-03-05316,STORE-001,Apparel,BrandF,In-Store,UPC-916721053,SKU-APP-3752,Socks,7,7,3,2497.18,1208.39,1288.79,374.55,17.81,0,0,2025-12-07 23:00:00,0,1,1
TXN-03-00960,STORE-016,Grocery,BrandG,In-Store,UPC-196110281,SKU-GRO-5639,Coffee,4,4,4,1564.88,895.17,669.71,457.06,65.84,0,0,2025-12-10 03:00:00,1,0,1
TXN-03-05883,STORE-014,Home & Garden,BrandF,Online,UPC-951738903,SKU-HOM-1138,Plant Pot,8,8,2,2107.76,1219.16,888.6,309.54,46.07,0,0,2025-12-23 00:00:00,1,0,1
TXN-03-00733,STORE-003,Grocery,BrandG,Mobile,UPC-369619921,SKU-GRO-3082,Pasta,6,6,1,154.56,108.43,46.13,35.36,9.6,0,0,2025-12-24 21:00:00,1,1,1
TXN-03-00146,STORE-013,Grocery,BrandG,Online,UPC-242808617,SKU-GRO-4694,Snack Bar,3,3,4,1045.47,535.0,510.47,425.23,76.74,0,0,2025-12-26 01:00:00,1,0,1
TXN-03-02633,STORE-011,Home & Garden,BrandB,In-Store,UPC-325769398,SKU-HOM-2233,Tool Set,2,2,0,723.5,511.51,211.99,365.86,4.11,0,0,2025-12-16 00:00:00,0,0,1
TXN-03-00100,STORE-001,Home & Garden,BrandG,In-Store,UPC-367495487,SKU-HOM-7363,Hose,2,2,4,49.72,29.8,19.92,32.25,7.39,0,0,2025-12-09 08:00:00,1,0,1
TXN-03-01308,STORE-005,Apparel,BrandF,In-Store,UPC-120510618,SKU-APP-1524,Socks,9,9,4,2490.66,1619.09,871.57,372.11,95.37,0,0,2025-12-29 04:00:00,1,0,1
TXN-03-01711,STORE-010,Electronics,BrandG,In-Store,UPC-837855054,SKU-ELE-4026,Laptop,7,7,0,1558.76,770.52,788.24,242.93,20.25,0,0,2025-12-09 19:00:00,1,0,1
TXN-03-01229,STORE-007,Grocery,BrandE,In-Store,UPC-878543041,SKU-GRO-6264,Cereal,4,4,1,506.0,374.03,131.97,178.04,51.54,1,0,2025-12-07 09:00:00,1,0,1
TXN-03-05346,STORE-019,Grocery,BrandF,In-Store,UPC-553361796,SKU-GRO-6453,Milk,6,6,2,94.92,60.38,34.54,19.98,4.16,0,0,2025-12-21 17:00:00,1,0,1
TXN-03-01611,STORE-016,Home & Garden,BrandF,In-Store,UPC-290133745,SKU-HOM-1320,Hose,6,6,3,1116.66,806.3,310.36,247.59,61.48,0,0,2025-12-27 02:00:00,0,0,1
TXN-03-04309,STORE-006,Home & Garden,BrandG,Online,UPC-619635486,SKU-HOM-4974,Chair,7,7,0,2077.95,997.85,1080.1,356.08,59.23,0,0,2025-12-09 01:00:00,0,1,1
TXN-03-04120,STORE-011,Home & Garden,BrandE,In-Store,UPC-183941183,SKU-HOM-1347,Lamp,4,4,2,409.52,169.4,240.12,146.05,43.67,0,0,2025-12-15 17:00:00,1,1,1
TXN-03-05750,STORE-002,Grocery,BrandB,In-Store,UPC-419276862,SKU-GRO-3408,Cereal,8,8,0,1931.12,902.04,1029.08,254.74,13.35,0,0,2025-12-10 05:00:00,0,1,1
TXN-03-04607,STORE-012,Electronics,BrandD,In-Store,UPC-545339411,SKU-ELE-7874,Tablet,5,5,1,2252.95,1480.08,772.87,490.11,39.52,0,0,2025-12-01 09:00:00,1,1,1
TXN-03-01821,STORE-011,Grocery,BrandA,Online,UPC-702605159,SKU-GRO-3805,Pasta,1,1,4,360.38,204.34,156.04,396.11,35.73,0,0,2025-12-05 19:00:00,0,0,1
TXN-03-05724,STORE-014,Electronics,BrandE,In-Store,UPC-391573964,SKU-ELE-1585,Charger,4,4,0,1000.08,636.86,363.22,308.31,58.29,0,0,2025-12-15 06:00:00,1,0,1
TXN-03-00864,STORE-001,Grocery,BrandC,In-Store,UPC-609971219,SKU-GRO-5836,Bread,6,6,3,945.54,694.75,250.79,198.77,41.18,0,0,2025-12-08 14:00:00,0,0,1
TXN-03-03859,STORE-018,Electronics,BrandH,In-Store,UPC-402356867,SKU-ELE-8697,Tablet,1,1,4,215.8,90.62,125.18,290.72,74.92,0,0,2025-12-12 06:00:00,0,0,1
TXN-03-05422,STORE-017,Electronics,BrandH,In-Store,UPC-354093190,SKU-ELE-5610,Tablet,2,2,0,141.62,60.84,80.78,96.14,25.33,0,0,2025-12-01 19:00:00,1,1,1
TXN-03-01980,STORE-005,Home & Garden,BrandD,In-Store,UPC-156715672,SKU-HOM-1112,Lamp,6,6,2,710.58,287.82,422.76,131.01,12.58,0,0,2025-12-10 08:00:00,1,0,1
TXN-03-01472,STORE-007,Sports,BrandG,Online,UPC-286407334,SKU-SPO-9427,Running Shoes,5,5,1,355.1,243.86,111.24,88.52,17.5,0,0,2025-12-14 01:00:00,0,1,1
TXN-03-02149,STORE-004,Sports,BrandH,In-Store,UPC-866688290,SKU-SPO-1331,Resistance Band,9,9,1,2102.4,1511.49,590.91,323.72,90.12,1,1,2025-12-15 22:00:00,1,0,1
TXN-03-02505,STORE-006,Apparel,BrandE,Online,UPC-911459424,SKU-APP-1890,T-Shirt,6,6,2,757.14,469.89,287.25,165.98,39.79,0,0,2025-12-03 02:00:00,1,1,1
TXN-03-01811,STORE-017,Grocery,BrandB,Mobile,UPC-936149103,SKU-GRO-4153,Milk,2,2,3,409.94,284.78,125.16,229.48,24.51,0,0,2025-12-07 11:00:00,0,1,1
TXN-03-05503,STORE-010,Sports,BrandF,In-Store,UPC-418994957,SKU-SPO-6397,Jersey,6,6,3,1987.98,1412.17,575.81,338.77,7.44,0,0,2025-12-10 21:00:00,1,0,1
TXN-03-00243,STORE-009,Grocery,BrandC,Mobile,UPC-482628639,SKU-GRO-4559,Bread,7,7,3,1374.38,760.87,613.51,279.35,83.01,1,0,2025-12-27 09:00:00,0,0,1
TXN-03-01961,STORE-006,Apparel,BrandA,In-Store,UPC-600203145,SKU-APP-9068,Socks,4,4,1,1335.08,912.22,422.86,438.74,104.97,1,0,2025-12-22 16:00:00,1,0,1
TXN-03-05646,STORE-018,Apparel,BrandC,Mobile,UPC-597603059,SKU-APP-1344,Jeans,7,7,1,1253.63,748.52,505.11,198.27,19.18,0,0,2025-12-26 22:00:00,1,0,1
TXN-03-03191,STORE-017,Electronics,BrandG,Mobile,UPC-742306531,SKU-ELE-9136,Phone,6,6,3,1938.54,1288.17,650.37,357.72,34.63,0,0,2025-12-04 19:00:00,1,1,1
